Common Name,Scientific Name,Area,Group,Recovery Document Date,Status,Region,Recovery Actions
Scrub mint,Dicerandra frutescens,,Flowering Plants,1999-05-18,E,Southeast Region,32.0
Kolea,Myrsine fosbergii,Wherever found,Flowering Plants,2022-02-24,E,Pacific Region,
Bull Trout,Salvelinus confluentus,"U.S.A., conterminous, lower 48 states",Fishes,2015-09-30,T,Pacific Region,770.0
Florida perforate cladonia,Cladonia perforata,,Lichens,2019-08-06,E,Southeast Region,27.0
Sinaloan jaguarundi,Puma yagouaroundi tolteca,Wherever found,Mammals,1900-01-01,E,Foreign,0.0
No common name,Phyllostegia stachyoides,Wherever found,Flowering Plants,2022-02-24,E,Pacific Region,
loulu,Pritchardia aylmer-robinsonii,Wherever found,Flowering Plants,1900-01-01,E,Pacific Region,0.0
San Clemente Island lotus (=broom),Acmispon dendroideus var. traskiae,Wherever found,Flowering Plants,1984-01-26,T,California/Nevada Region,30.0
No common name,Thelypteris inabonensis,Wherever found,Ferns and Allies,1995-01-17,E,Southeast Region,12.0
No common name,Thelypteris inabonensis,Wherever found,Ferns and Allies,2019-08-06,E,Southeast Region,12.0
No common name,Adiantum vivesii,Wherever found,Ferns and Allies,1995-01-17,E,Southeast Region,12.0
No common name,Adiantum vivesii,Wherever found,Ferns and Allies,2019-08-06,E,Southeast Region,12.0
Guadalupe fescue,Festuca ligulata,Wherever found,Flowering Plants,2021-05-07,E,Southwest Region,
Mount Charleston blue butterfly,Icaricia (Plebejus) shasta charlestonensis,Wherever found,Insects,2021-05-07,E,California/Nevada Region,
Gulf sturgeon,Acipenser oxyrinchus (=oxyrhynchus) desotoi,Wherever found,Fishes,1995-09-22,T,Southeast Region,37.0
Bull Trout,Salvelinus confluentus,"U.S.A., conterminous, lower 48 states",Fishes,2015-09-30,T,Pacific Region,770.0
Chapman rhododendron,Rhododendron chapmanii,,Flowering Plants,2019-11-07,E,Southeast Region,45.0
No common name,Elaphoglossum serpens,Wherever found,Ferns and Allies,2019-08-06,E,Southeast Region,17.0
No common name,Elaphoglossum serpens,Wherever found,Ferns and Allies,1995-01-17,E,Southeast Region,17.0
No common name,Tectaria estremerana,Wherever found,Ferns and Allies,1995-01-17,E,Southeast Region,13.0
Bull Trout,Salvelinus confluentus,"U.S.A., conterminous, lower 48 states",Fishes,2015-09-30,T,Pacific Region,770.0
No common name,Tectaria estremerana,Wherever found,Ferns and Allies,2019-08-06,E,Southeast Region,13.0
No common name,Thelypteris yaucoensis,Wherever found,Ferns and Allies,2019-08-06,E,Southeast Region,11.0
No common name,Thelypteris verecunda,Wherever found,Ferns and Allies,1995-01-17,E,Southeast Region,11.0
Bull Trout,Salvelinus confluentus,"U.S.A., conterminous, lower 48 states",Fishes,2015-09-30,T,Pacific Region,770.0
No common name,Thelypteris verecunda,Wherever found,Ferns and Allies,2019-08-06,E,Southeast Region,11.0
No common name,Thelypteris yaucoensis,Wherever found,Ferns and Allies,1995-01-17,E,Southeast Region,11.0
Bull Trout,Salvelinus confluentus,"U.S.A., conterminous, lower 48 states",Fishes,2015-09-30,T,Pacific Region,770.0
No common name,Polystichum calderonense,Wherever found,Ferns and Allies,1995-01-17,E,Southeast Region,17.0
No common name,Polystichum calderonense,Wherever found,Ferns and Allies,2019-08-06,E,Southeast Region,17.0
Gentian pinkroot,Spigelia gentianoides,,Flowering Plants,2012-03-26,E,Southeast Region,15.0
loulu,Pritchardia remota,Wherever found,Flowering Plants,1998-03-31,E,Pacific Region,31.0
Papery whitlow-wort,Paronychia chartacea,,Flowering Plants,1999-05-18,T,Southeast Region,26.0
Garrett's mint,Dicerandra christmanii,,Flowering Plants,2019-08-06,E,Southeast Region,32.0
Brooksville bellflower,Campanula robinsiae,,Flowering Plants,1994-06-20,E,Southeast Region,23.0
Florida perforate cladonia,Cladonia perforata,,Lichens,1999-05-18,E,Southeast Region,27.0
Assimulans yellow-faced bee,Hylaeus assimulans,Wherever found,Insects,2022-02-24,E,Pacific Region,
No common name,Labordia lorenciana,Wherever found,Flowering Plants,2022-02-24,E,Pacific Region,
nehe,Lipochaeta venosa,Wherever found,Flowering Plants,1994-05-23,E,Pacific Region,35.0
Everglade snail kite,Rostrhamus sociabilis plumbeus,Wherever found,Birds,2019-08-06,E,Southeast Region,27.0
Band-rumped storm-petrel,Oceanodroma castro,USA (HI),Birds,2022-02-24,E,Pacific Region,
Lakela's mint,Dicerandra immaculata,,Flowering Plants,1999-05-18,E,Southeast Region,29.0
Eastern Black rail,Laterallus jamaicensis ssp. jamaicensis,Wherever found,Birds,2021-03-18,T,Southeast Region,
nehe,Lipochaeta venosa,Wherever found,Flowering Plants,2019-08-12,E,Pacific Region,35.0
Scrub plum,Prunus geniculata,,Flowering Plants,1996-06-20,E,Southeast Region,27.0
Avon Park harebells,Crotalaria avonensis,,Flowering Plants,1999-05-18,E,Southeast Region,20.0
Beautiful pawpaw,Deeringothamnus pulchellus,,Flowering Plants,2019-08-06,E,Southeast Region,31.0
White birds-in-a-nest,Macbridea alba,,Flowering Plants,1994-06-22,T,Southeast Region,11.0
Red knot,Calidris canutus rufa,Wherever found,Birds,2021-05-11,T,Northeast Region,
Sandlace,Polygonella myriophylla,,Flowering Plants,2019-08-06,E,Southeast Region,23.0
Wireweed,Polygonella basiramia,,Flowering Plants,1999-05-18,E,Southeast Region,25.0
Florida bristle fern,Trichomanes punctatum ssp. floridanum,,Ferns and Allies,2018-10-03,E,Southeast Region,
Canada Lynx,Lynx canadensis,Wherever Found in Contiguous U.S.,Mammals,2005-09-14,T,Mountain-Prairie Region,
Lewton's polygala,Polygala lewtonii,,Flowering Plants,1999-05-18,E,Southeast Region,24.0
Etonia rosemary,Conradina etonia,,Flowering Plants,1994-09-27,E,Southeast Region,10.0
Key tree cactus,Pilosocereus robinii,,Flowering Plants,2019-08-06,E,Southeast Region,43.0
Scrub blazingstar,Liatris ohlingerae,,Flowering Plants,2019-08-06,E,Southeast Region,26.0
Morro shoulderband (=Banded dune) snail,Helminthoglypta walkeriana,Wherever found,Snails,1998-09-28,T,California/Nevada Region,20.0
Morro shoulderband (=Banded dune) snail,Helminthoglypta walkeriana,Wherever found,Snails,2019-10-01,T,California/Nevada Region,20.0
Bartram's stonecrop,Graptopetalum bartramii,Wherever found,Flowering Plants,2021-08-31,T,Southwest Region,
New Mexico meadow jumping mouse,Zapus hudsonius luteus,Wherever found,Mammals,2022-01-11,E,Southwest Region,
Southern Mountain Caribou DPS,Rangifer tarandus ssp. caribou,Southern Mountain DPS,Mammals,2019-11-27,E,Pacific Region,
Scrub buckwheat,Eriogonum longifolium var. gnaphalifolium,,Flowering Plants,1996-06-20,T,Southeast Region,27.0
Apalachicola rosemary,Conradina glabra,,Flowering Plants,1994-09-27,E,Southeast Region,9.0
Scrub mint,Dicerandra frutescens,,Flowering Plants,2019-08-06,E,Southeast Region,32.0
Harper's beauty,Harperocallis flava,,Flowering Plants,1983-09-14,E,Southeast Region,24.0
Chapman rhododendron,Rhododendron chapmanii,,Flowering Plants,1983-09-08,E,Southeast Region,45.0
Garrett's mint,Dicerandra christmanii,,Flowering Plants,1999-05-18,E,Southeast Region,32.0
nehe,Lipochaeta lobata var. leptophylla,Wherever found,Flowering Plants,1998-08-10,E,Pacific Region,25.0
Godfrey's butterwort,Pinguicula ionantha,,Flowering Plants,1994-06-22,T,Southeast Region,12.0
Apalachicola rosemary,Conradina glabra,,Flowering Plants,2019-11-07,E,Southeast Region,9.0
Scrub blazingstar,Liatris ohlingerae,,Flowering Plants,1999-05-18,E,Southeast Region,26.0
Avon Park harebells,Crotalaria avonensis,,Flowering Plants,2019-08-06,E,Southeast Region,20.0
Okeechobee gourd,Cucurbita okeechobeensis ssp. okeechobeensis,,Flowering Plants,1999-05-18,E,Southeast Region,29.0
Wide-leaf warea,Warea amplexifolia,,Flowering Plants,1993-02-17,E,Southeast Region,20.0
Gentian pinkroot,Spigelia gentianoides,,Flowering Plants,2019-11-07,E,Southeast Region,15.0
Sandlace,Polygonella myriophylla,,Flowering Plants,1999-05-18,E,Southeast Region,23.0
Lewton's polygala,Polygala lewtonii,,Flowering Plants,2019-08-06,E,Southeast Region,24.0
Wireweed,Polygonella basiramia,,Flowering Plants,2019-08-06,E,Southeast Region,25.0
Small's milkpea,Galactia smallii,,Flowering Plants,1999-05-18,E,Southeast Region,39.0
Key tree cactus,Pilosocereus robinii,,Flowering Plants,1999-05-18,E,Southeast Region,43.0
Lakela's mint,Dicerandra immaculata,,Flowering Plants,2019-08-06,E,Southeast Region,29.0
Pagosa skyrocket,Ipomopsis polyantha,Wherever found,Flowering Plants,2021-06-28,E,Mountain-Prairie Region,
Olive ridley sea turtle,Lepidochelys olivacea,Breeding colony populations on Pacific coast of Mexico,Reptiles,1998-01-12,E,Southeast Region,20.0
White fringeless orchid,Platanthera integrilabia,,Flowering Plants,2021-06-15,T,Southeast Region,
beardless chinchweed,Pectis imberbis,Wherever found,Flowering Plants,2021-07-09,E,Southwest Region,
Polar bear,Ursus maritimus,Wherever found,Mammals,2017-01-09,T,Alaska Region,28.0
Austin blind Salamander,Eurycea waterlooensis,Wherever found,Amphibians,2005-09-21,E,Southwest Region,48.0
Zuni fleabane,Erigeron rhizomatus,Wherever found,Flowering Plants,1988-09-30,T,Southwest Region,12.0
No common name,Lyonia truncata var. proctorii,Wherever found,Flowering Plants,1995-07-31,E,Southeast Region,19.0
Highlands scrub hypericum,Hypericum cumulicola,,Flowering Plants,1999-05-18,E,Southeast Region,26.0
Barton Springs salamander,Eurycea sosorum,Wherever found,Amphibians,2016-01-12,E,Southwest Region,48.0
Beach jacquemontia,Jacquemontia reclinata,,Flowering Plants,1999-05-18,E,Southeast Region,35.0
Austin blind Salamander,Eurycea waterlooensis,Wherever found,Amphibians,2016-01-12,E,Southwest Region,48.0
Tiny polygala,Polygala smallii,,Flowering Plants,1999-05-18,E,Southeast Region,25.0
Okeechobee gourd,Cucurbita okeechobeensis ssp. okeechobeensis,,Flowering Plants,2019-08-06,E,Southeast Region,29.0
Gila trout,Oncorhynchus gilae,Wherever found,Fishes,2021-07-12,T,Southwest Region,
No common name,Lyonia truncata var. proctorii,Wherever found,Flowering Plants,2019-09-26,E,Southeast Region,19.0
Snakeroot,Eryngium cuneifolium,,Flowering Plants,2019-08-06,E,Southeast Region,26.0
Zuni fleabane,Erigeron rhizomatus,Wherever found,Flowering Plants,2019-08-28,T,Southwest Region,12.0
Florida ziziphus,Ziziphus celata,,Flowering Plants,2019-08-06,E,Southeast Region,30.0
Hawaiian picture-wing fly,Drosophila ochrobasis,Wherever found,Insects,2022-02-24,E,Pacific Region,
Kearney's blue-star,Amsonia kearneyana,Wherever found,Flowering Plants,2021-02-04,E,Southwest Region,1.0
Small whorled pogonia,Isotria medeoloides,,Flowering Plants,1992-11-13,T,Northeast Region,31.0
Blackline Hawaiian damselfly,Megalagrion nigrohamatum nigrolineatum,Wherever found,Insects,2018-07-26,E,Pacific Region,
Hawaiian yellow-faced bee,Hylaeus mana,Wherever found,Insects,2018-07-26,E,Pacific Region,
Barneby ridge-cress,Lepidium barnebyanum,Wherever found,Flowering Plants,2019-11-06,E,Mountain-Prairie Region,10.0
Kopiko,Psychotria hexandra ssp. oahuensis,Wherever found,Flowering Plants,2018-07-26,E,Pacific Region,
Maguire primrose,Primula maguirei,Wherever found,Flowering Plants,2019-11-06,T,Mountain-Prairie Region,8.0
Hawaiian yellow-faced bee,Hylaeus kuakea,Wherever found,Insects,2018-07-26,E,Pacific Region,
No common name,Stenogyne kaalae ssp. sherffii,Wherever found,Flowering Plants,2018-07-26,E,Pacific Region,
No common name,Microlepia strigosa var. mauiensis,Wherever found,Ferns and Allies,2022-02-24,E,Pacific Region,
Haiwale,Cyrtandra waiolani,Wherever found,Flowering Plants,2018-07-26,E,Pacific Region,
Carter's mustard,Warea carteri,,Flowering Plants,1999-05-18,E,Southeast Region,27.0
Cape Sable seaside sparrow,Ammodramus maritimus mirabilis,Wherever found,Birds,1999-05-18,E,Southeast Region,39.0
Cape Sable seaside sparrow,Ammodramus maritimus mirabilis,Wherever found,Birds,2019-08-06,E,Southeast Region,39.0
Ha`iwale,Cyrtandra kaulantha,Wherever found,Flowering Plants,2018-07-26,E,Pacific Region,
No common name,Platydesma cornuta var. decurrens,Wherever found,Flowering Plants,2018-07-26,E,Pacific Region,
Kaulu,Pteralyxia macrocarpa,Wherever found,Flowering Plants,2018-07-26,E,Pacific Region,
Britton's beargrass,Nolina brittoniana,,Flowering Plants,1996-06-20,E,Southeast Region,28.0
Haiwale,Cyrtandra gracilis,Wherever found,Flowering Plants,2018-07-26,E,Pacific Region,
No common name,Doryopteris takeuchii,Wherever found,Ferns and Allies,2018-07-26,E,Pacific Region,
Alani,Melicope hiiakae,Wherever found,Flowering Plants,2018-07-26,E,Pacific Region,
Alani,Melicope makahae,Wherever found,Flowering Plants,2018-07-26,E,Pacific Region,
Hulumoa,Korthalsella degeneri,Wherever found,Flowering Plants,2018-07-26,E,Pacific Region,
Oceanic Hawaiian damselfly,Megalagrion oceanicum,Wherever found,Insects,2018-07-26,E,Pacific Region,
Crimson Hawaiian damselfly,Megalagrion leptodemas,Wherever found,Insects,2018-07-26,E,Pacific Region,
Ha`iwale,Cyrtandra sessilis,Wherever found,Flowering Plants,2018-07-26,E,Pacific Region,
Haha,Cyanea purpurellifolia,Wherever found,Flowering Plants,2018-07-26,E,Pacific Region,
Haha,Cyanea calycina,Wherever found,Flowering Plants,2018-07-26,E,Pacific Region,
No common name,Platydesma cornuta var. cornuta,Wherever found,Flowering Plants,2018-07-26,E,Pacific Region,
Scrub lupine,Lupinus aridorum,,Flowering Plants,1996-06-20,E,Southeast Region,30.0
Ko`oko`olau,Bidens amplectens,Wherever found,Flowering Plants,2018-07-26,E,Pacific Region,
Clay phacelia,Phacelia argillacea,Wherever found,Flowering Plants,2019-11-06,E,Mountain-Prairie Region,15.0
Small's milkpea,Galactia smallii,,Flowering Plants,2019-08-06,E,Southeast Region,39.0
Longspurred mint,Dicerandra cornutissima,,Flowering Plants,1987-07-01,E,Southeast Region,26.0
Autumn Buttercup,Ranunculus aestivalis (=acriformis),Wherever found,Flowering Plants,2019-11-06,E,Mountain-Prairie Region,22.0
Haha,Cyanea lanceolata,Wherever found,Flowering Plants,2018-07-26,E,Pacific Region,
Hala pepe,Pleomele forbesii,Wherever found,Flowering Plants,2018-07-26,E,Pacific Region,
No common name,Polyscias lydgatei,Wherever found,Flowering Plants,2018-07-26,E,Pacific Region,
Shrubby reed-mustard,Schoenocrambe suffrutescens,Wherever found,Flowering Plants,2019-11-06,E,Mountain-Prairie Region,9.0
Alani,Melicope christophersenii,Wherever found,Flowering Plants,2018-07-26,E,Pacific Region,
Hohiu,Dryopteris glabra var. pusilla,Wherever found,Ferns and Allies,2022-02-24,E,Pacific Region,
A`e,Zanthoxylum oahuense,Wherever found,Flowering Plants,2018-07-26,E,Pacific Region,
Nipomo Mesa lupine,Lupinus nipomensis,Wherever found,Flowering Plants,2021-12-13,E,California/Nevada Region,
Etonia rosemary,Conradina etonia,,Flowering Plants,2019-06-27,E,Southeast Region,10.0
Rugel's pawpaw,Deeringothamnus rugelii,,Flowering Plants,1988-04-05,E,Southeast Region,17.0
Florida skullcap,Scutellaria floridana,,Flowering Plants,1994-06-22,T,Southeast Region,9.0
No common name,Huperzia stemmermanniae,Wherever found,Ferns and Allies,2022-02-24,E,Pacific Region,
La Graciosa thistle,Cirsium loncholepis,Wherever found,Flowering Plants,2021-12-13,E,California/Nevada Region,
Conasauga logperch,Percina jenkinsi,Wherever found,Fishes,2019-08-06,E,Southeast Region,10.0
Elfin tree fern,Cyathea dryopteroides,Wherever found,Ferns and Allies,1991-01-31,E,Southeast Region,19.0
Elfin tree fern,Cyathea dryopteroides,Wherever found,Ferns and Allies,2019-06-27,E,Southeast Region,19.0
Topeka shiner,Notropis topeka (=tristis),"Wherever found, except where listed as an experimental population",Fishes,2021-08-11,E,Mountain-Prairie Region,
Snakeroot,Eryngium cuneifolium,,Flowering Plants,1999-05-18,E,Southeast Region,26.0
Neuse River waterdog,Necturus lewisi,Wherever found,Amphibians,2021-06-09,T,Southeast Region,
Hawaiian picture-wing fly,Drosophila mulli,Wherever found,Insects,2022-02-24,T,Pacific Region,
Carter's mustard,Warea carteri,,Flowering Plants,2019-08-06,E,Southeast Region,27.0
Tiny polygala,Polygala smallii,,Flowering Plants,2019-08-06,E,Southeast Region,25.0
Telephus spurge,Euphorbia telephioides,,Flowering Plants,1994-06-22,T,Southeast Region,9.0
Florida ziziphus,Ziziphus celata,,Flowering Plants,1999-05-18,E,Southeast Region,30.0
Florida bonamia,Bonamia grandiflora,,Flowering Plants,1996-06-20,T,Southeast Region,28.0
Highlands scrub hypericum,Hypericum cumulicola,,Flowering Plants,2019-08-06,E,Southeast Region,26.0
Ihi,Portulaca villosa,Wherever found,Flowering Plants,2022-02-24,E,Pacific Region,
Easy yellow-faced bee,Hylaeus facilis,Wherever found,Insects,2022-02-24,E,Pacific Region,
Orangeblack Hawaiian damselfly,Megalagrion xanthomelas,Wherever found,Insects,2022-02-24,E,Pacific Region,
Carolina madtom,Noturus furiosus,Wherever found,Fishes,2021-06-09,E,Southeast Region,
Black pinesnake,Pituophis melanoleucus lodingi,Wherever found,Reptiles,2017-04-11,T,Southeast Region,
Slenderclaw crayfish,Cambarus cracens,Wherever found,Crustaceans,2021-09-08,E,Southeast Region,
Fuzzy pigtoe,Pleurobema strodeanum,Wherever found,Clams,2021-11-13,T,Southeast Region,
Alabama pearlshell,Margaritifera marrianae,Wherever found,Clams,2021-11-13,E,Southeast Region,
Tapered pigtoe,Fusconaia burkei,Wherever found,Clams,2021-11-13,T,Southeast Region,
Arizona eryngo,Eryngium sparganophyllum,,Flowering Plants,2022-06-23,E,Southwest Region,
Southern Sandshell,Hamiota australis,Wherever found,Clams,2021-11-13,T,Southeast Region,
Narrow pigtoe,Fusconaia escambia,Wherever found,Clams,2021-11-13,T,Southeast Region,
Southern kidneyshell,Ptychobranchus jonesi,Wherever found,Clams,2021-11-13,E,Southeast Region,
Cooley's water-willow,Justicia cooleyi,,Flowering Plants,1994-06-20,E,Southeast Region,16.0
Beautiful pawpaw,Deeringothamnus pulchellus,,Flowering Plants,1999-05-18,E,Southeast Region,31.0
Florida torreya,Torreya taxifolia,,Conifers and Cycads,1986-09-09,E,Southeast Region,40.0
No common name,Stenogyne angustifolia var. angustifolia,Wherever found,Flowering Plants,2022-02-24,E,Pacific Region,
`Awikiwiki,Canavalia pubescens,Wherever found,Flowering Plants,2022-02-24,E,Pacific Region,
Hawaiian picture-wing fly,Drosophila neoclavisetae,Wherever found,Insects,2022-02-24,E,Pacific Region,
No common name,Festuca hawaiiensis,Wherever found,Flowering Plants,2022-02-24,E,Pacific Region,
Amber darter,Percina antesella,Wherever found,Fishes,2019-08-06,E,Southeast Region,13.0
